quotation_id,lead_id,customer_id,quote_date_raw,version_no,quote_date_clean_reference,valid_until,salesperson_id,currency,fx_rate_to_vnd,quotation_status,header_total_vnd
Q000244,L000461,C0022,2026-01-24,1,2026-01-24,2026-02-23,E103,VND,1.0,Expired,6893000.0
Q000245,L000463,C0034,2026-02-01,1,2026-02-01,2026-03-03,E102,VND,1.0,Revised,4461000.0
Q000246,L000463,C0034,2026-02-05,2,2026-02-05,2026-03-07,E102,USD,25395.4825,Accepted,22195000.0
Q000247,L000472,,2025-03-13,1,2025-03-13,2025-04-12,E101,VND,1.0,Accepted,10877000.0
Q000248,L000473,C0171,2025-03-26,1,2025-03-26,2025-04-10,E103,USD,25714.6694,Accepted,21367000.0
Q000249,L000480,,2025-05-17,1,2025-05-17,2025-06-01,E101,VND,1.0,Expired,52608000.0
Q000250,L000481,C0002,2025-05-25,1,2025-05-25,2025-06-24,E103,USD,25568.1168,Revised,20208000.0
Q000251,L000481,C0002,2025-05-31,2,2025-05-31,2025-07-15,E103,VND,1.0,Rejected,47651000.0
Q000252,L000482,C0158,2025-07-03,1,2025-07-03,2025-08-02,E102,VND,1.0,Accepted,12289000.0
Q000253,L000487,C0005,2025-08-11,1,2025-08-11,2025-08-26,E102,VND,1.0,Revised,84218000.0
Q000254,L000487,C0005,2025-08-16,2,2025-08-16,2025-08-31,E102,VND,1.0,Accepted,26820000.0
Q000255,L000488,C0145,2025-08-17,1,2025-08-17,2025-09-16,E103,VND,1.0,Rejected,19039000.0
Q000256,L000490,C0016,2025-09-16,1,2025-09-16,2025-10-16,E103,VND,1.0,Expired,16838000.0
Q000257,L000491,C0033,2025-09-17,1,2025-09-17,2025-10-02,E103,USD,25040.42,Revised,9271000.0
Q000258,L000491,C0033,2025-09-22,2,2025-09-22,2025-10-22,E103,USD,25093.3448,Accepted,20987000.0
Q000259,L000492,C0005,2025-09-23,1,2025-09-23,2025-10-08,E103,VND,1.0,Rejected,11620000.0
Q000260,L000493,C0045,2025-10-08,1,2025-10-08,2025-11-07,E103,USD,24989.784,Revised,41718000.0
Q000261,L000493,C0045,2025-10-11,2,2025-10-11,2025-11-10,E103,VND,1.0,Accepted,11317000.0
Q000262,L000494,C0133,2025-10-17,1,2025-10-17,2025-11-16,E103,VND,1.0,Rejected,26440000.0
Q000263,L000495,C0031,2025-10-26,1,2025-10-26,2025-11-25,E103,VND,1.0,Revised,102245000.0
Q000264,L000495,C0031,2025-10-29,2,2025-10-29,2025-11-28,E103,USD,25130.4555,Accepted,30291000.0
Q000265,L000500,C0068,2025-12-04,1,2025-12-04,2026-01-03,E101,VND,1.0,Accepted,13390000.0
Q000266,L000501,C0127,2025-12-17,1,2025-12-17,2026-01-01,E102,VND,1.0,Revised,81844000.0
Q000267,L000501,C0127,2025-12-19,2,2025-12-19,2026-01-18,E102,VND,1.0,Accepted,30847000.0
Q000268,L000503,C0002,2025-12-15,1,2025-12-15,2026-01-14,E101,USD,25112.1677,Accepted,46730000.0
Q000269,L000504,C0111,2026-01-16,1,2026-01-16,2026-03-02,E102,VND,1.0,Revised,30587000.0
Q000270,L000504,C0111,2026-01-19,2,2026-01-19,2026-02-18,E102,VND,1.0,Rejected,34648000.0
Q000271,L000505,,2026-01-14,1,2026-01-14,2026-02-13,E103,VND,1.0,Revised,10559000.0
Q000272,L000505,,2026-01-19,2,2026-01-19,2026-02-18,E103,VND,1.0,Accepted,4654000.0
Q000273,L000506,C0100,2026-02-18,1,2026-02-18,2026-04-04,E101,USD,25457.8166,Revised,7911000.0
Q000274,L000506,C0100,2026-02-20,2,2026-02-20,2026-04-06,E101,VND,1.0,Accepted,10648000.0
Q000275,L000507,C0052,2026-03-01,1,2026-03-01,2026-03-31,E101,VND,1.0,Revised,6334000.0
Q000276,L000507,C0052,2026-03-07,2,2026-03-07,2026-04-06,E101,VND,1.0,Revised,23206000.0
Q000277,L000507,C0052,2026-03-07,3,2026-03-07,2026-04-06,E101,VND,1.0,Expired,11681000.0
Q000278,L000511,C0009,2026-05-02,1,2026-05-02,2026-06-01,E102,USD,25537.2219,Revised,37536000.0
Q000279,L000511,C0009,2026-05-06,2,2026-05-06,2026-06-05,E102,VND,1.0,Accepted,16198000.0
Q000280,L000513,C0088,2026-05-21,1,2026-05-21,2026-06-20,E101,VND,1.0,Accepted,26450000.0
Q000281,L000514,C0072,2026-05-19,1,2026-05-19,2026-06-18,E101,VND,1.0,Revised,68682000.0
Q000282,L000514,C0072,23/05/2026,2,2026-05-23,2026-07-07,E101,USD,25585.446,Rejected,113716000.0
Q000283,L000520,C0067,2026-06-09,1,2026-06-09,2026-07-09,E102,VND,1.0,Revised,12938000.0
Q000284,L000520,C0067,2026-06-12,2,2026-06-12,2026-07-27,E102,VND,1.0,Revised,47504000.0
Q000285,L000520,C0067,2026-06-21,3,2026-06-21,2026-07-21,E102,VND,1.0,Accepted,12731000.0
Q000286,L000521,C0062,2026-06-14,1,2026-06-14,2026-06-29,E103,VND,1.0,Revised,32034000.0
Q000287,L000521,C0062,2026-06-17,2,2026-06-17,2026-07-17,E103,VND,1.0,Revised,9226000.0
Q000288,L000521,C0062,2026-06-26,3,2026-06-26,2026-08-10,E103,VND,1.0,Expired,36581000.0
Q000289,L000523,C0008,2026-07-02,1,2026-07-02,2026-08-16,E101,VND,1.0,Revised,15716000.0
Q000290,L000523,C0008,2026-07-08,2,2026-07-08,2026-08-07,E101,VND,1.0,Revised,45019000.0
Q000291,L000523,C0008,2026-07-06,3,2026-07-06,2026-08-05,E101,USD,25406.5,Rejected,13529000.0
Q000292,L000526,C0084,2026-07-21,1,2026-07-21,2026-09-04,E102,USD,25375.5353,Rejected,31060000.0
Q000293,L000527,C0066,2026-07-19,1,2026-07-19,2026-08-18,E103,VND,1.0,Revised,26641000.0
Q000294,L000527,C0066,2026-07-21,2,2026-07-21,2026-08-20,E103,VND,1.0,Accepted,69811000.0
Q000295,L000528,C0034,2026-07-21,1,2026-07-21,2026-08-05,E101,VND,1.0,Revised,14673000.0
Q000296,L000528,C0034,2026-07-24,2,2026-07-24,2026-08-23,E101,USD,25364.3437,Accepted,19216000.0
Q000297,L000536,C0147,2026-08-13,1,2026-08-13,2026-08-28,E103,VND,1.0,Revised,81897000.0
Q000298,L000536,C0147,2026-08-17,2,2026-08-17,2026-09-16,E103,VND,1.0,Expired,8159000.0
Q000299,L000537,C0028,2026-08-26,1,2026-08-26,2026-09-25,E103,USD,25385.7678,Revised,23578000.0
Q000300,L000537,C0028,2026-08-29,2,2026-08-29,2026-09-28,E103,VND,1.0,Revised,9753000.0
Q000301,L000537,C0028,2026-08-30,3,2026-08-30,2026-09-29,E103,USD,25409.3029,Rejected,8937000.0
Q000302,L000539,C0011,2025-01-29,1,2025-01-29,2025-02-28,E101,USD,25558.1923,Revised,7096000.0
Q000303,L000539,C0011,2025-02-02,2,2025-02-02,2025-03-04,E101,USD,25599.9111,Revised,7898000.0
Q000304,L000539,C0011,2025-02-06,3,2025-02-06,2025-03-08,E101,VND,1.0,Rejected,13387000.0
Q000305,L000540,C0146,2025-02-02,1,2025-02-02,2025-03-04,E101,USD,25599.9111,Revised,51392000.0
Q000306,L000540,C0146,2025-02-07,2,2025-02-07,2025-03-09,E101,VND,1.0,Revised,24622000.0
Q000307,L000540,C0146,2025-02-06,3,2025-02-06,2025-03-08,E101,VND,1.0,Expired,5298000.0
Q000308,L000542,C0026,2025-03-07,1,2025-03-07,2025-03-22,E102,VND,1.0,Accepted,6605000.0
Q000309,L000543,C0003,2025-03-09,1,2025-03-09,2025-03-24,E102,VND,1.0,Accepted,14355000.0
Q000310,L000546,C0051,2025-04-20,1,2025-04-20,2025-05-20,E102,VND,1.0,Revised,16032000.0
Q000311,L000546,C0051,2025-04-25,2,2025-04-25,2025-05-25,E102,VND,1.0,Expired,42060000.0
Q000312,L000547,C0012,2025-04-19,1,2025-04-19,2025-05-19,E101,VND,1.0,Expired,40748000.0
Q000313,L000551,C0149,2025-05-30,1,2025-05-30,2025-07-14,E101,VND,1.0,Expired,42374000.0
Q000314,L000558,C0024,2025-09-14,1,2025-09-14,2025-10-14,E103,USD,24998.6255,Rejected,6167000.0
Q000315,L000560,C0058,2025-10-05,1,2025-10-05,2025-10-20,E103,VND,1.0,Revised,431268000.0
Q000316,L000560,C0058,2025-10-11,2,2025-10-11,2025-10-26,E103,VND,1.0,Expired,130163000.0
Q000317,L000562,C0097,2025-10-25,1,2025-10-25,2025-11-24,E103,VND,1.0,Accepted,10702000.0
Q000318,L000571,C0029,2025-12-26,1,2025-12-26,2026-01-25,E103,VND,1.0,Revised,4530000.0
Q000319,L000571,C0029,2026-01-01,2,2026-01-01,2026-01-31,E103,VND,1.0,Revised,4118000.0
Q000320,L000571,C0029,2026-01-05,3,2026-01-05,2026-02-04,E103,USD,25172.9667,Accepted,41657000.0
Q000321,L000572,C0062,2026-01-25,1,2026-01-25,2026-02-24,E101,USD,25303.118,Rejected,64764000.0
Q000322,L000575,C0009,2026-04-28,1,2026-04-28,2026-05-28,E101,VND,1.0,Revised,113431000.0
Q000323,L000575,C0009,2026-05-03,2,2026-05-03,2026-05-18,E101,VND,1.0,Accepted,17382000.0
Q000324,L000584,C0068,23/08/2026,1,2026-08-23,2026-09-22,E101,VND,1.0,Accepted,17389000.0
Q000325,L000587,C0001,2025-04-22,1,2025-04-22,2025-05-22,E101,USD,25539.9728,Revised,261390000.0
Q000326,L000587,C0001,2025-04-24,2,2025-04-24,2025-05-09,E101,VND,1.0,Expired,341409000.0
Q000327,L000590,C0007,2025-06-19,1,2025-06-19,2025-07-19,E103,VND,1.0,Revised,23049000.0
Q000328,L000590,C0007,2025-06-24,2,2025-06-24,2025-07-24,E103,VND,1.0,Revised,14320000.0
Q000329,L000590,C0007,2025-06-29,3,2025-06-29,2025-07-14,E103,VND,1.0,Accepted,28901000.0
Q000330,L000591,C0019,2025-08-08,1,2025-08-08,2025-09-07,E101,VND,1.0,Revised,29302000.0
Q000331,L000591,C0019,2025-08-14,2,2025-08-14,2025-09-28,E101,VND,1.0,Expired,325662000.0
Q000332,L000592,C0006,2025-08-20,1,2025-08-20,2025-10-04,E103,VND,1.0,Rejected,65698000.0
Q000333,L000596,C0002,2025-09-11,1,2025-09-11,2025-10-11,E101,VND,1.0,Rejected,2419000.0
Q000334,L000598,C0057,2025-09-21,1,2025-09-21,2025-10-21,E101,VND,1.0,Rejected,35686000.0
Q000335,L000600,C0032,2025-10-25,1,2025-10-25,2025-11-24,E101,VND,1.0,Expired,15895000.0
Q000336,L000601,C0061,2025-11-19,1,2025-11-19,2025-12-04,E102,VND,1.0,Expired,23343000.0
Q000337,L000609,C0003,2025-04-15,1,2025-04-15,2025-04-30,E101,VND,1.0,Revised,7635000.0
Q000338,L000609,C0003,2025-04-18,2,2025-04-18,2025-05-18,E101,USD,25604.8519,Rejected,24321000.0
Q000339,L000613,C0058,2025-05-10,1,2025-05-10,2025-06-09,E102,VND,1.0,Revised,33029000.0
Q000340,L000613,C0058,2025-05-13,2,2025-05-13,2025-05-28,E102,VND,1.0,Revised,32506000.0
Q000341,L000613,C0058,2025-05-14,3,2025-05-14,2025-05-29,E102,USD,25604.9583,Accepted,5413000.0
Q000342,L000618,C0001,2025-07-10,1,2025-07-10,2025-08-09,E101,USD,25308.3671,Revised,339086000.0
Q000343,L000618,C0001,2025-07-13,2,2025-07-13,2025-08-27,E101,VND,1.0,Revised,55079000.0
Q000344,L000618,C0001,2025-07-22,3,2025-07-22,2025-08-21,E101,VND,1.0,Accepted,241759000.0
Q000345,L000621,C0004,2025-08-30,1,2025-08-30,2025-09-14,E102,VND,1.0,Revised,7958000.0
Q000346,L000621,C0004,2025-09-04,2,2025-09-04,2025-10-19,E102,VND,1.0,Rejected,10918000.0
Q000347,L000625,C0163,2025-10-04,1,2025-10-04,2025-11-03,E102,USD,25006.189,Revised,22997000.0
Q000348,L000625,C0163,2025-10-09,2,2025-10-09,2025-10-24,E102,VND,1.0,Rejected,35508000.0
Q000349,L000631,C0006,2025-12-17,1,2025-12-17,2026-01-16,E101,VND,1.0,Rejected,16399000.0
Q000350,L000632,C0041,2026-01-03,1,2026-01-03,2026-02-02,E101,VND,1.0,Revised,11304000.0
Q000351,L000632,C0041,2026-01-05,2,2026-01-05,2026-02-04,E101,VND,1.0,Rejected,39457000.0
Q000352,L000634,,2026-01-18,1,2026-01-18,2026-02-17,E103,VND,1.0,Revised,3603000.0
Q000353,L000634,,2026-01-20,2,2026-01-20,2026-02-19,E103,USD,25289.938,Accepted,4134000.0
Q000354,L000636,C0061,2026-01-28,1,2026-01-28,2026-03-14,E101,VND,1.0,Revised,22224000.0
Q000355,L000636,C0061,2026-02-03,2,2026-02-03,2026-03-05,E101,VND,1.0,Expired,12197000.0
Q000356,L000638,C0119,2026-02-16,1,2026-02-16,2026-03-18,E101,VND,1.0,Revised,123430000.0
Q000357,L000638,C0119,2026-02-20,2,2026-02-20,2026-03-22,E101,VND,1.0,Revised,141775000.0
Q000358,L000638,C0119,2026-02-20,3,2026-02-20,2026-03-07,E101,VND,1.0,Rejected,34007000.0
Q000359,L000645,C0022,2026-06-28,1,2026-06-28,2026-08-12,E103,VND,1.0,Revised,21400000.0
Q000360,L000645,C0022,2026-07-02,2,2026-07-02,2026-08-01,E103,VND,1.0,Rejected,68260000.0
Q000361,L000647,C0009,2026-07-08,1,2026-07-08,2026-08-07,E102,VND,1.0,Rejected,44917000.0
Q000362,L000649,C0014,2026-08-16,1,2026-08-16,2026-09-15,E101,VND,1.0,Expired,4938000.0
Q000363,L000651,C0051,2025-01-20,1,2025-01-20,2025-02-04,E103,VND,1.0,Rejected,12347000.0
Q000364,L000656,C0169,2025-04-09,1,2025-04-09,2025-04-24,E103,VND,1.0,Revised,48626000.0
Q000365,L000656,C0169,2025-04-12,2,2025-04-12,2025-05-12,E103,VND,1.0,Expired,109240000.0
Q000366,L000659,C0074,2025-05-22,1,2025-05-22,2025-06-21,E101,USD,25640.4227,Rejected,11773000.0
Q000367,L000660,C0072,2025-05-24,1,2025-05-24,2025-07-08,E103,VND,1.0,Revised,10527000.0
Q000368,L000660,C0072,2025-05-30,2,2025-05-30,2025-07-14,E103,VND,1.0,Accepted,71174000.0
Q000369,L000665,C0006,2025-07-29,1,2025-07-29,2025-08-28,E102,VND,1.0,Revised,7736000.0
Q000370,L000665,C0006,2025-08-01,2,2025-08-01,2025-08-31,E102,VND,1.0,Revised,14430000.0
Q000371,L000665,C0006,2025-08-04,3,2025-08-04,2025-09-18,E102,VND,1.0,Accepted,13668000.0
Q000372,L000667,C9005,2025-08-01,1,2025-08-01,2025-08-31,E101,VND,1.0,Expired,35544000.0
Q000373,L000668,C0041,2025-08-12,1,2025-08-12,2025-08-27,E103,VND,1.0,Accepted,3833000.0
Q000374,L000669,C0001,2025-09-05,1,2025-09-05,2025-09-20,E102,VND,1.0,Accepted,32094000.0
Q000375,L000670,C0065,2025-09-18,1,2025-09-18,2025-10-18,E103,VND,1.0,Rejected,19763000.0
Q000376,L000671,C0003,2025-09-21,1,2025-09-21,2025-10-06,E102,VND,1.0,Revised,5985000.0
Q000377,L000671,C0003,2025-09-24,2,2025-09-24,2025-10-24,E102,USD,25085.8237,Revised,26638000.0
Q000378,L000671,C0003,2025-09-29,3,2025-09-29,2025-10-14,E102,VND,1.0,Accepted,3209000.0
Q000379,L000674,C0019,2025-11-21,1,2025-11-21,2025-12-06,E101,VND,1.0,Accepted,112839000.0
Q000380,L000679,C0001,2025-05-25,1,2025-05-25,2025-07-09,E102,VND,1.0,Revised,56773000.0
Q000381,L000679,C0001,2025-05-29,2,2025-05-29,2025-06-28,E102,VND,1.0,Revised,18056000.0
Q000382,L000679,C0001,2025-06-02,3,2025-06-02,2025-07-02,E102,VND,1.0,Accepted,24348000.0
Q000383,L000680,C0016,2025-06-13,1,2025-06-13,2025-07-13,E101,VND,1.0,Expired,15849000.0
Q000384,L000684,C0122,2025-08-03,1,2025-08-03,2025-08-18,E101,VND,1.0,Revised,12013000.0
Q000385,L000684,C0122,2025-08-05,2,2025-08-05,2025-09-04,E101,USD,25272.9041,Accepted,89603000.0
Q000386,L000686,C0030,2025-09-10,1,2025-09-10,2025-09-25,E101,USD,25067.4615,Revised,24751000.0
Q000387,L000686,C0030,2025-09-14,2,2025-09-14,2025-09-29,E101,VND,1.0,Expired,183527000.0
Q000388,L000687,C0043,2025-09-24,1,2025-09-24,2025-10-24,E103,USD,25085.8237,Accepted,18870000.0
Q000389,L000689,C0115,2025-10-19,1,2025-10-19,2025-11-03,E102,VND,1.0,Revised,68259000.0
Q000390,L000689,C0115,2025-10-24,2,2025-10-24,2025-11-08,E102,USD,25042.9661,Revised,19824000.0
Q000391,L000689,C0115,2025-10-23,3,2025-10-23,2025-11-22,E102,VND,1.0,Rejected,18571000.0
Q000392,L000693,C0148,2025-11-08,1,2025-11-08,2025-12-08,E101,VND,1.0,Accepted,22265000.0
Q000393,L000696,C0007,2025-11-11,1,2025-11-11,2025-11-26,E103,VND,1.0,Expired,22557000.0
Q000394,L000697,C0138,2025-11-21,1,2025-11-21,2025-12-21,E101,VND,1.0,Expired,8619000.0
Q000395,L000701,C0002,2026-01-25,1,2026-01-25,2026-02-24,E102,VND,1.0,Revised,30813000.0
Q000396,L000701,C0002,2026-01-28,2,2026-01-28,2026-02-27,E102,VND,1.0,Expired,14250000.0
Q000397,L000703,C0005,2026-02-07,1,2026-02-07,2026-02-22,E103,USD,25425.3109,Revised,30438000.0
Q000398,L000703,C0005,2026-02-09,2,2026-02-09,2026-03-11,E103,USD,25446.992,Accepted,29897000.0
Q000399,L000707,C0174,15/03/2026,1,2026-03-15,2026-04-14,E101,VND,1.0,Expired,185379000.0
Q000400,L000708,C0023,2026-03-21,1,2026-03-21,2026-04-20,E102,USD,25441.5201,Revised,17017000.0
Q000401,L000708,C0023,2026-03-24,2,2026-03-24,2026-04-23,E102,VND,1.0,Accepted,3238000.0
Q000402,L000709,C0162,2026-04-07,1,2026-04-07,2026-05-07,E101,VND,1.0,Rejected,7145000.0
Q000403,L000710,C0041,2026-04-25,1,2026-04-25,2026-05-25,E102,VND,1.0,Expired,33180000.0
Q000404,L000711,C0015,2026-04-28,1,2026-04-28,2026-05-28,E102,VND,1.0,Revised,3819000.0
Q000405,L000711,C0015,2026-04-30,2,2026-04-30,2026-05-30,E102,VND,1.0,Expired,24147000.0
Q000406,L000714,C0003,2026-05-30,1,2026-05-30,2026-06-29,E101,VND,1.0,Expired,19523000.0
Q000407,L000718,C0066,2025-02-02,1,2025-02-02,2025-02-17,E102,VND,1.0,Rejected,43550000.0
Q000408,L000720,C0129,2025-02-06,1,2025-02-06,2025-03-08,E101,USD,25533.6853,Expired,11794000.0
Q000409,L000721,C0001,2025-03-04,1,2025-03-04,2025-04-03,E102,VND,1.0,Expired,17101000.0
Q000410,L000723,C0028,2025-03-26,1,2025-03-26,2025-04-10,E102,VND,1.0,Accepted,27094000.0
Q000411,L000724,C0011,2025-05-22,1,2025-05-22,2025-06-21,E102,VND,1.0,Accepted,17636000.0
Q000412,L000728,C0032,2025-07-23,1,2025-07-23,2025-08-22,E103,VND,1.0,Accepted,5396000.0
Q000413,L000732,C0138,2025-11-17,1,2025-11-17,2025-12-17,E103,VND,1.0,Accepted,19549000.0
Q000414,L000733,C0110,2025-12-02,1,2025-12-02,2025-12-17,E101,VND,1.0,Revised,81235000.0
Q000415,L000733,C0110,2025-12-05,2,2025-12-05,2026-01-04,E101,USD,25116.1143,Expired,45517000.0
Q000416,L000734,C0103,2026-01-15,1,2026-01-15,2026-01-30,E103,VND,1.0,Revised,16856000.0
Q000417,L000734,C0103,2026-01-20,2,2026-01-20,2026-02-19,E103,VND,1.0,Accepted,26515000.0
Q000418,L000735,C0042,2026-03-05,1,2026-03-05,2026-04-19,E101,USD,25390.4401,Accepted,4597000.0
Q000419,L000736,C0004,2026-03-07,1,2026-03-07,2026-04-21,E101,USD,25399.4584,Expired,19608000.0
Q000420,L000740,C0010,2026-04-21,1,2026-04-21,2026-05-21,E102,VND,1.0,Expired,244002000.0
Q000421,L000741,C0001,2026-04-26,1,2026-04-26,2026-05-26,E101,VND,1.0,Expired,27729000.0
Q000422,L000743,,2026-06-16,1,2026-06-16,2026-07-01,E101,VND,1.0,Revised,17954000.0
Q000423,L000743,,2026-06-22,2,2026-06-22,2026-07-22,E101,VND,1.0,Revised,6512000.0
Q000424,L000743,,2026-06-20,3,2026-06-20,2026-07-05,E101,VND,1.0,Accepted,15290000.0
Q000425,L000746,C0051,2025-08-22,1,2025-08-22,2025-09-21,E102,VND,1.0,Accepted,14167000.0
Q000426,L000748,C0009,2025-11-15,1,2025-11-15,2025-11-30,E102,VND,1.0,Accepted,102268000.0
Q000427,L000750,C0130,2026-01-01,1,2026-01-01,2026-01-31,E101,VND,1.0,Accepted,66173000.0
Q000428,L000755,C0002,2026-03-29,1,2026-03-29,2026-04-13,E102,VND,1.0,Revised,45928000.0
Q000429,L000755,C0002,2026-04-01,2,2026-04-01,2026-05-01,E102,VND,1.0,Rejected,16878000.0
Q000430,L000756,C0042,2026-04-03,1,2026-04-03,2026-05-03,E101,USD,25449.6574,Rejected,41046000.0
Q000431,L000759,,2026-07-21,1,2026-07-21,2026-08-05,E102,USD,25375.5353,Revised,26485000.0
Q000432,L000759,,2026-07-26,2,2026-07-26,2026-08-25,E102,USD,25330.9315,Accepted,24616000.0
Q000433,L000762,C0019,2026-08-20,1,2026-08-20,2026-09-19,E101,VND,1.0,Expired,4302000.0
Q000434,L000763,C0015,2026-08-25,1,2026-08-25,2026-09-24,E102,VND,1.0,Revised,18309000.0
Q000435,L000763,C0015,2026-08-29,2,2026-08-29,2026-09-28,E102,VND,1.0,Rejected,4228000.0
Q000436,L000765,C0014,2026-08-30,1,2026-08-30,2026-09-29,E101,VND,1.0,Revised,36656000.0
Q000437,L000765,C0014,2026-09-03,2,2026-09-03,2026-10-03,E101,VND,1.0,Rejected,26337000.0
Q000438,L000769,C0046,2025-03-15,1,2025-03-15,2025-03-30,E101,VND,1.0,Revised,34840000.0
Q000439,L000769,C0046,2025-03-18,2,2025-03-18,2025-04-17,E101,VND,1.0,Accepted,29732000.0
Q000440,L000772,C0004,2025-04-18,1,2025-04-18,2025-05-18,E101,USD,25604.8519,Revised,17980000.0
Q000441,L000772,C0004,2025-04-23,2,2025-04-23,2025-05-23,E101,VND,1.0,Rejected,19312000.0
Q000442,L000773,C0048,2025-05-09,1,2025-05-09,2025-06-08,E101,VND,1.0,Revised,63811000.0
Q000443,L000773,C0048,2025-05-15,2,2025-05-15,2025-06-14,E101,VND,1.0,Revised,60617000.0
Q000444,L000773,C0048,2025-05-19,3,2025-05-19,2025-06-18,E101,VND,1.0,Rejected,42274000.0
Q000445,L000774,C0045,2025-05-18,1,2025-05-18,2025-06-02,E102,VND,1.0,Expired,14222000.0
Q000446,L000775,C0059,2025-06-02,1,2025-06-02,2025-07-02,E101,VND,1.0,Revised,29546000.0
Q000447,L000775,C0059,2025-06-08,2,2025-06-08,2025-06-23,E101,USD,25557.9507,Expired,17152000.0
Q000448,L000776,C0005,2025-06-10,1,2025-06-10,2025-07-10,E101,VND,1.0,Accepted,9733000.0
Q000449,L000778,C0127,2025-08-05,1,2025-08-05,2025-09-04,E102,USD,25272.9041,Expired,34624000.0
Q000450,L000783,C0015,2025-09-20,1,2025-09-20,2025-11-04,E103,USD,25052.6315,Accepted,8605000.0
Q000451,L000784,C0126,2025-09-26,1,2025-09-26,2025-10-26,E101,VND,1.0,Expired,2656000.0
Q000452,L000787,C0073,2025-10-15,1,2025-10-15,2025-11-14,E101,VND,1.0,Expired,10536000.0
Q000453,L000788,C0002,2025-11-02,1,2025-11-02,2025-11-17,E103,VND,1.0,Revised,52323000.0
Q000454,L000788,C0002,2025-11-04,2,2025-11-04,2025-12-04,E103,VND,1.0,Expired,52707000.0
Q000455,L000789,C0010,2025-11-16,1,2025-11-16,2025-12-31,E103,VND,1.0,Accepted,53912000.0
Q000456,L000792,C0018,2025-12-09,1,2025-12-09,2026-01-08,E101,VND,1.0,Accepted,9421000.0
Q000457,L000793,C0085,2025-12-20,1,2025-12-20,2026-01-19,E101,USD,25110.6752,Expired,24191000.0
Q000458,L000794,C0048,2025-12-30,1,2025-12-30,2026-01-14,E103,VND,1.0,Rejected,22341000.0
Q000459,L000796,C0001,2026-02-03,1,2026-02-03,2026-03-05,E103,VND,1.0,Accepted,30137000.0
Q000460,L000797,C0134,2026-02-11,1,2026-02-11,2026-03-28,E103,VND,1.0,Revised,39294000.0
Q000461,L000797,C0134,2026-02-16,2,2026-02-16,2026-03-03,E103,VND,1.0,Revised,12979000.0
Q000462,L000797,C0134,2026-02-15,3,2026-02-15,2026-03-02,E103,VND,1.0,Accepted,71000000.0
Q000463,L000801,C0001,2026-03-17,1,2026-03-17,2026-04-01,E102,VND,1.0,Revised,40769000.0
Q000464,L000801,C0001,2026-03-19,2,2026-03-19,2026-04-18,E102,USD,25460.6416,Accepted,26069000.0
Q000465,L000805,C0102,2026-05-17,1,2026-05-17,2026-06-16,E103,VND,1.0,Revised,8466000.0
Q000466,L000805,C0102,2026-05-20,2,2026-05-20,2026-06-19,E103,USD,25550.6628,Revised,18802000.0
Q000467,L000805,C0102,2026-05-21,3,2026-05-21,2026-07-05,E103,VND,1.0,Expired,27974000.0
Q000468,L000806,C0124,2026-07-13,1,2026-07-13,2026-08-12,E101,VND,1.0,Expired,37969000.0
Q000469,L000807,C0083,2026-07-21,1,2026-07-21,2026-08-20,E101,VND,1.0,Expired,24674000.0
Q000470,L000809,C0027,2026-08-03,1,2026-08-03,2026-09-02,E101,VND,1.0,Revised,9890000.0
Q000471,L000809,C0027,2026-08-06,2,2026-08-06,2026-08-21,E101,VND,1.0,Rejected,4410000.0
Q000472,L000812,C9005,2025-05-31,1,2025-05-31,2025-06-30,E101,VND,1.0,Revised,44978000.0
Q000473,L000812,C9005,2025-06-05,2,2025-06-05,2025-06-20,E101,USD,25573.1972,Accepted,50398000.0
Q000474,L000824,C0152,2025-09-26,1,2025-09-26,2025-10-26,E103,VND,1.0,Accepted,46659000.0
Q000475,L000825,C0001,2025-09-26,1,2025-09-26,2025-10-26,E101,USD,25060.3187,Expired,16262000.0
Q000476,L000826,C0025,2025-10-06,1,2025-10-06,2025-11-05,E103,VND,1.0,Rejected,15925000.0
Q000477,L000833,C0035,2025-12-02,1,2025-12-02,2026-01-01,E102,VND,1.0,Revised,61084000.0
Q000478,L000833,C0035,2025-12-05,2,2025-12-05,2026-01-04,E102,VND,1.0,Rejected,224661000.0
Q000479,L000838,C0038,2026-04-18,1,2026-04-18,2026-05-18,E103,VND,1.0,Rejected,69239000.0
Q000480,L000841,C0003,2026-07-13,1,2026-07-13,2026-08-12,E103,VND,1.0,Revised,7362000.0
Q000481,L000841,C0003,2026-07-19,2,2026-07-19,2026-08-18,E103,VND,1.0,Expired,42227000.0
Q000482,L000842,C0018,2026-07-20,1,2026-07-20,2026-08-04,E102,VND,1.0,Revised,129603000.0
Q000483,L000842,C0018,2026-07-26,2,2026-07-26,2026-09-09,E102,VND,1.0,Accepted,256588000.0
Q000484,L000843,C0007,2026-08-06,1,2026-08-06,2026-09-05,E102,VND,1.0,Revised,16152000.0
Q000485,L000843,C0007,2026-08-09,2,2026-08-09,2026-09-08,E102,VND,1.0,Accepted,17886000.0
Q000486,L000844,C0019,2026-08-20,1,2026-08-20,2026-09-19,E101,USD,25458.861,Revised,75740000.0
Q000487,L000844,C0019,2026-08-23,2,2026-08-23,2026-09-22,E101,VND,1.0,Expired,28424000.0
Q000488,L000845,C0018,2026-08-28,1,2026-08-28,2026-09-27,E102,VND,1.0,Expired,30875000.0
