quotation_line_id,quotation_id,product_id,quantity,unit_price_local,currency,discount_pct,line_net_vnd
QL0000390,Q000212,P002,22,394936.4329,VND,0.0727,8057000.0
QL0000391,Q000213,P005,4,632063.7916,VND,0.078,2331000.0
QL0000392,Q000214,P001,16,615302.2294,VND,0.0887,8972000.0
QL0000393,Q000214,P003,38,407672.0636,VND,0.0498,14719000.0
QL0000394,Q000214,P002,39,397104.11,VND,0.0013,15467000.0
QL0000395,Q000215,P001,20,594017.8768,VND,0.0532,11248000.0
QL0000396,Q000216,P001,6,24.7352,USD,0.1347,3256000.0
QL0000397,Q000216,P005,5,22.2775,USD,0.0406,2710000.0
QL0000398,Q000216,P002,34,17.1787,USD,0.0223,14479000.0
QL0000399,Q000217,P001,13,566106.4326,VND,0.0,7359000.0
QL0000400,Q000217,P003,14,425314.4296,VND,0.0145,5868000.0
QL0000401,Q000217,P006,9,565418.7311,VND,0.0698,4733000.0
QL0000402,Q000218,P001,59,24.3292,USD,0.1156,32196000.0
QL0000403,Q000218,P005,18,25.2906,USD,0.1312,10031000.0
QL0000404,Q000218,P004,21,28.0253,USD,0.0188,14645000.0
QL0000405,Q000219,P001,25,22.8737,USD,0.0111,14338000.0
QL0000406,Q000219,P002,48,16.8746,USD,0.0808,18876000.0
QL0000407,Q000219,P006,8,22.4156,USD,0.1117,4039000.0
QL0000408,Q000219,P005,9,22.3896,USD,0.0254,4979000.0
QL0000409,Q000220,P001,13,21.3345,USD,0.0677,6567000.0
QL0000410,Q000220,P006,51,22.2731,USD,0.0699,26832000.0
QL0000411,Q000220,P005,61,22.8467,USD,0.0975,31943000.0
QL0000412,Q000221,P027,65,3662946.0116,VND,0.0224,232754000.0
QL0000413,Q000221,P022,10,2300821.6317,VND,0.0473,21920000.0
QL0000414,Q000221,P025,11,5691973.5979,VND,0.0236,61133000.0
QL0000415,Q000222,P027,11,3651660.5473,VND,0.0559,37923000.0
QL0000416,Q000222,P024,26,4494779.104,VND,0.0,116864000.0
QL0000417,Q000223,P003,15,419886.783,VND,0.0649,5889000.0
QL0000418,Q000224,P003,42,401194.0187,VND,0.0637,15776000.0
QL0000419,Q000224,P004,32,744104.4433,VND,0.0677,22200000.0
QL0000420,Q000224,P005,5,636267.7147,VND,0.0157,3131000.0
QL0000421,Q000225,P021,186,5.685,USD,0.06,25301000.0
QL0000422,Q000226,P010,94,427251.7054,VND,0.0492,38184000.0
QL0000423,Q000227,P010,22,383837.4884,VND,0.0074,8382000.0
QL0000424,Q000227,P007,107,183980.2373,VND,0.1045,17629000.0
QL0000425,Q000228,P027,13,3666594.7198,VND,0.1566,40202000.0
QL0000426,Q000229,P018,40,317597.8986,VND,0.0539,12019000.0
QL0000427,Q000229,P017,15,234657.7806,VND,0.0533,3332000.0
QL0000428,Q000230,P018,61,306363.0952,VND,0.0551,17658000.0
QL0000429,Q000231,P004,9,707287.0205,VND,0.0985,5739000.0
QL0000430,Q000231,P005,7,601743.6876,VND,0.0969,3804000.0
QL0000431,Q000232,P023,9,3594008.7136,VND,0.0518,30671000.0
QL0000432,Q000233,P021,184,145046.4644,VND,0.0957,24133000.0
QL0000433,Q000233,P017,41,238171.302,VND,0.024,9531000.0
QL0000434,Q000233,P018,51,296876.0523,VND,0.0543,14319000.0
QL0000435,Q000234,P001,13,578656.9965,VND,0.118,6635000.0
QL0000436,Q000235,P001,6,24.1478,USD,0.0874,3346000.0
QL0000437,Q000235,P004,42,27.9689,USD,0.0876,27126000.0
QL0000438,Q000235,P003,13,17.6173,USD,0.0146,5712000.0
QL0000439,Q000235,P002,43,16.3256,USD,0.1035,15927000.0
QL0000440,Q000236,P007,49,176075.4975,VND,0.0733,7995000.0
QL0000441,Q000236,P010,36,416811.3105,VND,0.0504,14249000.0
QL0000442,Q000236,P011,36,320997.7913,VND,0.0558,10911000.0
QL0000443,Q000237,P006,17,23.7987,USD,0.0377,9744000.0
QL0000444,Q000238,P001,9,21.8709,USD,0.0771,4562000.0
QL0000445,Q000239,P005,19,629997.0282,VND,0.0626,11221000.0
QL0000446,Q000239,P001,12,554285.7611,VND,0.0545,6289000.0
QL0000447,Q000239,P006,6,584053.3148,VND,0.0586,3299000.0
QL0000448,Q000240,P024,20,4901769.4043,VND,0.0663,91540000.0
QL0000449,Q000241,P028,2,5655508.4596,VND,0.0783,10426000.0
QL0000450,Q000241,P031,3,19675966.1748,VND,0.0887,53793000.0
QL0000451,Q000241,P032,6,19819571.7467,VND,0.029,115465000.0
QL0000452,Q000242,P001,11,614498.5994,VND,0.0489,6429000.0
QL0000453,Q000243,P001,34,25.1901,USD,0.0397,20705000.0
QL0000454,Q000243,P002,39,15.9709,USD,0.08,14424000.0
QL0000455,Q000244,P003,19,398171.9691,VND,0.0898,6886000.0
QL0000456,Q000245,P005,8,584021.5369,VND,0.0443,4465000.0
QL0000457,Q000246,P005,8,24.9922,USD,0.0395,4877000.0
QL0000458,Q000246,P003,41,17.289,USD,0.0348,17375000.0
QL0000459,Q000247,P002,28,408651.7019,VND,0.052,10847000.0
QL0000460,Q000248,P022,10,90.2175,USD,0.0781,21387000.0
QL0000461,Q000249,P002,14,427136.1824,VND,0.0409,5735000.0
QL0000462,Q000249,P006,69,620848.7917,VND,0.0244,41795000.0
QL0000463,Q000249,P003,13,418546.799,VND,0.0438,5203000.0
QL0000464,Q000250,P007,43,6.5567,USD,0.0463,6875000.0
QL0000465,Q000250,P011,43,13.0142,USD,0.0643,13388000.0
QL0000466,Q000251,P007,134,165413.4944,VND,0.0641,20744000.0
QL0000467,Q000251,P009,29,261751.2355,VND,0.0581,7150000.0
QL0000468,Q000251,P008,52,408365.4005,VND,0.0677,19797000.0
QL0000469,Q000252,P009,32,249378.057,VND,0.1355,6899000.0
QL0000470,Q000252,P011,19,312649.0422,VND,0.0866,5426000.0
QL0000471,Q000253,P003,75,394885.6786,VND,0.02,29023000.0
QL0000472,Q000253,P006,5,558111.524,VND,0.0451,2665000.0
QL0000473,Q000253,P005,89,597421.1207,VND,0.0166,52289000.0
QL0000474,Q000254,P003,31,444464.8447,VND,0.1004,12396000.0
QL0000475,Q000254,P002,12,444104.2528,VND,0.1366,4602000.0
QL0000476,Q000254,P004,15,692617.2589,VND,0.0557,9811000.0
QL0000477,Q000255,P001,36,557008.8956,VND,0.0525,18999000.0
QL0000478,Q000256,P006,30,593730.6787,VND,0.0566,16804000.0
QL0000479,Q000257,P006,17,21.9291,USD,0.0043,9294000.0
QL0000480,Q000258,P006,25,24.1396,USD,0.0854,13850000.0
QL0000481,Q000258,P005,13,24.6559,USD,0.1087,7169000.0
QL0000482,Q000259,P001,20,609448.4002,VND,0.0448,11643000.0
QL0000483,Q000260,P009,125,9.8167,USD,0.049,29161000.0
QL0000484,Q000260,P008,34,16.0445,USD,0.076,12596000.0
QL0000485,Q000261,P009,48,242190.9848,VND,0.0239,11347000.0
QL0000486,Q000262,P001,49,570752.1657,VND,0.0546,26441000.0
QL0000487,Q000263,P009,74,228311.2909,VND,0.0331,16336000.0
QL0000488,Q000263,P011,74,316493.5043,VND,0.0,23421000.0
QL0000489,Q000263,P010,113,397943.1658,VND,0.0858,41110000.0
QL0000490,Q000263,P008,52,409493.5021,VND,0.0,21294000.0
QL0000491,Q000264,P009,99,10.4028,USD,0.029,25130000.0
QL0000492,Q000264,P011,17,12.3583,USD,0.0106,5224000.0
QL0000493,Q000265,P004,19,750309.0383,VND,0.058,13428000.0
QL0000494,Q000266,P018,282,296388.7166,VND,0.0218,81759000.0
QL0000495,Q000267,P018,105,312554.6558,VND,0.0613,30807000.0
QL0000496,Q000268,P021,28,5.2698,USD,0.1082,3304000.0
QL0000497,Q000268,P020,122,15.2784,USD,0.0693,43564000.0
QL0000498,Q000269,P001,30,622271.0565,VND,0.0,18668000.0
QL0000499,Q000269,P005,7,615720.656,VND,0.0348,4160000.0
QL0000500,Q000269,P006,14,573128.7538,VND,0.0221,7846000.0
QL0000501,Q000270,P001,69,599843.9001,VND,0.1635,34621000.0
QL0000502,Q000271,P002,28,394643.8587,VND,0.0433,10572000.0
QL0000503,Q000272,P002,12,443725.7217,VND,0.1252,4658000.0
QL0000504,Q000273,P010,21,15.9899,USD,0.0743,7913000.0
QL0000505,Q000274,P010,27,418288.3468,VND,0.0571,10649000.0
QL0000506,Q000275,P001,12,559504.13,VND,0.0572,6330000.0
QL0000507,Q000276,P001,15,600486.8597,VND,0.0538,8523000.0
QL0000508,Q000276,P003,39,407326.2794,VND,0.073,14726000.0
QL0000509,Q000277,P001,21,592059.2897,VND,0.063,11650000.0
QL0000510,Q000278,P001,44,21.526,USD,0.0225,23644000.0
QL0000511,Q000278,P002,33,17.4086,USD,0.0595,13798000.0
QL0000512,Q000279,P001,27,625016.4007,VND,0.0403,16196000.0
QL0000513,Q000280,P007,153,179925.2814,VND,0.0397,26436000.0
QL0000514,Q000281,P026,15,4956505.8291,VND,0.0775,68585000.0
QL0000515,Q000282,P026,9,193.1734,USD,0.0784,40994000.0
QL0000516,Q000282,P022,10,95.7468,USD,0.0592,23048000.0
QL0000517,Q000282,P023,14,149.2994,USD,0.0685,49815000.0
QL0000518,Q000283,P002,12,435175.2604,VND,0.0216,5109000.0
QL0000519,Q000283,P001,14,576601.041,VND,0.0254,7867000.0
QL0000520,Q000284,P002,34,433807.1159,VND,0.095,13348000.0
QL0000521,Q000284,P005,26,642582.9119,VND,0.0732,15484000.0
QL0000522,Q000284,P001,29,585867.3878,VND,0.0462,16206000.0
QL0000523,Q000284,P006,5,546924.8982,VND,0.0769,2524000.0
QL0000524,Q000285,P002,17,394805.963,VND,0.0452,6408000.0
QL0000525,Q000285,P003,15,434376.5957,VND,0.0332,6300000.0
QL0000526,Q000286,P004,7,668518.5861,VND,0.1346,4050000.0
QL0000527,Q000286,P003,21,436277.9662,VND,0.0703,8518000.0
QL0000528,Q000286,P006,18,557324.1006,VND,0.0914,9115000.0
QL0000529,Q000286,P001,18,607006.1118,VND,0.0473,10409000.0
QL0000530,Q000287,P004,15,681434.4743,VND,0.0992,9208000.0
QL0000531,Q000288,P004,4,706965.7504,VND,0.1041,2533000.0
QL0000532,Q000288,P001,44,555785.0349,VND,0.0832,22419000.0
QL0000533,Q000288,P005,22,617872.0332,VND,0.141,11677000.0
QL0000534,Q000289,P002,22,420956.1882,VND,0.0904,8424000.0
QL0000535,Q000289,P003,20,407108.5222,VND,0.101,7319000.0
QL0000536,Q000290,P002,58,416258.6775,VND,0.1039,21634000.0
QL0000537,Q000290,P004,9,709049.9456,VND,0.1298,5553000.0
QL0000538,Q000290,P005,35,596419.956,VND,0.1429,17891000.0
QL0000539,Q000291,P002,16,17.2849,USD,0.0733,6511000.0
QL0000540,Q000291,P004,7,26.3224,USD,0.0636,4384000.0
QL0000541,Q000291,P005,5,22.3395,USD,0.0793,2613000.0
QL0000542,Q000292,P005,40,25.5984,USD,0.0438,24846000.0
QL0000543,Q000292,P003,15,17.0553,USD,0.0376,6248000.0
QL0000544,Q000293,P024,7,4313606.4525,VND,0.1187,26611000.0
QL0000545,Q000294,P024,5,4457947.8861,VND,0.0432,21326000.0
QL0000546,Q000294,P026,11,4884320.7808,VND,0.0974,48497000.0
QL0000547,Q000295,P001,27,579599.8488,VND,0.0643,14643000.0
QL0000548,Q000296,P001,9,22.5958,USD,0.0336,4985000.0
QL0000549,Q000296,P006,27,22.5259,USD,0.0779,14225000.0
QL0000550,Q000297,P002,21,428723.8464,VND,0.0764,8316000.0
QL0000551,Q000297,P001,32,548483.3697,VND,0.0505,16666000.0
QL0000552,Q000297,P005,80,566727.0148,VND,0.0245,44225000.0
QL0000553,Q000297,P004,21,672107.4846,VND,0.0848,12917000.0
QL0000554,Q000298,P002,21,433145.5538,VND,0.1029,8160000.0
QL0000555,Q000299,P004,17,28.425,USD,0.0233,11981000.0
QL0000556,Q000299,P005,18,25.3589,USD,0.0,11588000.0
QL0000557,Q000300,P004,15,736232.0865,VND,0.1143,9782000.0
QL0000558,Q000301,P004,6,26.4575,USD,0.0612,3787000.0
QL0000559,Q000301,P005,10,22.416,USD,0.0971,5142000.0
QL0000560,Q000302,P002,17,17.229,USD,0.0503,7109000.0
QL0000561,Q000303,P002,20,15.6843,USD,0.0165,7898000.0
QL0000562,Q000304,P002,33,438085.3028,VND,0.0756,13363000.0
QL0000563,Q000305,P001,9,24.0261,USD,0.0619,5193000.0
QL0000564,Q000305,P003,47,16.4945,USD,0.1407,17054000.0
QL0000565,Q000305,P006,50,23.3122,USD,0.0257,29072000.0
QL0000566,Q000306,P001,7,616041.4522,VND,0.0524,4087000.0
QL0000567,Q000306,P005,34,626187.3997,VND,0.0323,20602000.0
QL0000568,Q000307,P001,10,591106.9858,VND,0.1041,5296000.0
QL0000569,Q000308,P004,9,741462.3431,VND,0.0106,6603000.0
QL0000570,Q000309,P001,24,632335.6466,VND,0.0561,14325000.0
QL0000571,Q000310,P004,26,680754.5468,VND,0.096,16001000.0
QL0000572,Q000311,P004,12,656112.2048,VND,0.0527,7459000.0
QL0000573,Q000311,P005,59,595020.185,VND,0.0137,34625000.0
QL0000574,Q000312,P005,67,644967.4443,VND,0.0566,40765000.0
QL0000575,Q000313,P001,18,597534.6684,VND,0.037,10358000.0
QL0000576,Q000313,P005,55,582057.8122,VND,0.0,32013000.0
QL0000577,Q000314,P003,15,17.5711,USD,0.066,6154000.0
QL0000578,Q000315,P024,53,4426663.9922,VND,0.0223,229373000.0
QL0000579,Q000315,P023,22,3735698.6301,VND,0.1029,73731000.0
QL0000580,Q000315,P025,14,5666910.8123,VND,0.133,68785000.0
QL0000581,Q000315,P022,25,2542977.9233,VND,0.0623,59612000.0
QL0000582,Q000316,P024,28,4914839.23,VND,0.0539,130203000.0
QL0000583,Q000317,P001,20,549241.3113,VND,0.0285,10671000.0
QL0000584,Q000318,P001,8,602348.8588,VND,0.0587,4536000.0
QL0000585,Q000319,P001,7,620498.3548,VND,0.0521,4117000.0
QL0000586,Q000320,P001,62,22.4924,USD,0.0429,33600000.0
QL0000587,Q000320,P006,16,21.6423,USD,0.0833,7991000.0
QL0000588,Q000321,P008,98,16.2171,USD,0.0404,38591000.0
QL0000589,Q000321,P009,108,9.8506,USD,0.0266,26203000.0
QL0000590,Q000322,P011,126,310723.8231,VND,0.0749,36217000.0
QL0000591,Q000322,P009,126,249973.0482,VND,0.0723,29218000.0
QL0000592,Q000322,P010,113,409396.5043,VND,0.0,46262000.0
QL0000593,Q000322,P007,11,172718.7724,VND,0.0617,1783000.0
QL0000594,Q000323,P011,61,305076.5597,VND,0.065,17399000.0
QL0000595,Q000324,P001,31,615283.7161,VND,0.0902,17353000.0
QL0000596,Q000325,P027,49,145.9744,USD,0.0224,178589000.0
QL0000597,Q000325,P022,21,100.7611,USD,0.0097,53517000.0
QL0000598,Q000325,P026,6,207.6895,USD,0.0701,29596000.0
QL0000599,Q000326,P027,52,3866654.5312,VND,0.036,193822000.0
QL0000600,Q000326,P024,11,4537460.67,VND,0.1105,44396000.0
QL0000601,Q000326,P026,21,5168237.8869,VND,0.0526,102820000.0
QL0000602,Q000327,P001,19,629925.7835,VND,0.0696,11136000.0
QL0000603,Q000327,P004,18,695123.4057,VND,0.0455,11942000.0
QL0000604,Q000328,P001,27,580157.128,VND,0.0836,14355000.0
QL0000605,Q000329,P001,55,600895.5265,VND,0.1274,28839000.0
QL0000606,Q000330,P022,12,2547917.8692,VND,0.0434,29247000.0
QL0000607,Q000331,P022,5,2525062.8795,VND,0.072,11717000.0
QL0000608,Q000331,P026,11,5227890.4204,VND,0.0499,54635000.0
QL0000609,Q000331,P027,51,3820500.3626,VND,0.0874,177811000.0
QL0000610,Q000331,P025,17,5190185.6045,VND,0.072,81882000.0
QL0000611,Q000332,P004,16,720816.1319,VND,0.0551,10897000.0
QL0000612,Q000332,P003,78,446934.6436,VND,0.0737,32292000.0
QL0000613,Q000332,P002,37,395799.3731,VND,0.0753,13542000.0
QL0000614,Q000332,P005,16,590172.5748,VND,0.0401,9064000.0
QL0000615,Q000333,P001,4,604770.797,VND,0.0,2419000.0
QL0000616,Q000334,P006,35,599609.0037,VND,0.0644,19634000.0
QL0000617,Q000334,P003,29,408310.0611,VND,0.056,11178000.0
QL0000618,Q000334,P002,11,445866.0623,VND,0.0078,4866000.0
QL0000619,Q000335,P006,31,549274.4719,VND,0.0676,15876000.0
QL0000620,Q000336,P004,36,687001.7172,VND,0.0565,23335000.0
QL0000621,Q000337,P001,14,559203.4093,VND,0.0227,7651000.0
QL0000622,Q000338,P001,8,23.3973,USD,0.0804,4407000.0
QL0000623,Q000338,P004,28,29.0863,USD,0.0443,19929000.0
QL0000624,Q000339,P019,120,286612.1036,VND,0.0406,32996000.0
QL0000625,Q000340,P019,106,308788.4478,VND,0.0049,32573000.0
QL0000626,Q000341,P019,19,11.7196,USD,0.049,5422000.0
QL0000627,Q000342,P025,31,227.7102,USD,0.0212,174861000.0
QL0000628,Q000342,P026,10,197.4965,USD,0.0224,48862000.0
QL0000629,Q000342,P027,13,153.5786,USD,0.025,49267000.0
QL0000630,Q000342,P022,31,89.6609,USD,0.0679,65568000.0
QL0000631,Q000343,P025,11,5269636.8612,VND,0.0471,55233000.0
QL0000632,Q000344,P025,39,5531101.8271,VND,0.0248,210355000.0
QL0000633,Q000344,P022,15,2391752.933,VND,0.128,31284000.0
QL0000634,Q000345,P001,8,595548.0964,VND,0.0427,4561000.0
QL0000635,Q000345,P005,6,621129.2875,VND,0.0896,3393000.0
QL0000636,Q000346,P001,19,605316.3581,VND,0.0499,10927000.0
QL0000637,Q000347,P003,18,16.0874,USD,0.0204,7094000.0
QL0000638,Q000347,P006,31,22.3575,USD,0.0797,15951000.0
QL0000639,Q000348,P003,39,417786.1473,VND,0.1544,13777000.0
QL0000640,Q000348,P005,15,575634.0252,VND,0.1162,7631000.0
QL0000641,Q000348,P002,37,427581.069,VND,0.1034,14184000.0
QL0000642,Q000349,P022,7,2489349.2335,VND,0.0597,16385000.0
QL0000643,Q000350,P009,50,233460.1399,VND,0.0318,11301000.0
QL0000644,Q000351,P009,23,243829.8813,VND,0.0904,5101000.0
QL0000645,Q000351,P008,39,386644.5043,VND,0.1029,13527000.0
QL0000646,Q000351,P010,52,410130.7561,VND,0.0199,20903000.0
QL0000647,Q000352,P003,8,451938.4261,VND,0.0031,3604000.0
QL0000648,Q000353,P003,10,17.2851,USD,0.0557,4128000.0
QL0000649,Q000354,P001,15,628012.5206,VND,0.0531,8920000.0
QL0000650,Q000354,P006,24,588835.8049,VND,0.0583,13308000.0
QL0000651,Q000355,P001,22,584823.6676,VND,0.0517,12202000.0
QL0000652,Q000356,P023,39,3512393.3775,VND,0.0986,123482000.0
QL0000653,Q000357,P023,10,3812825.9257,VND,0.0854,34874000.0
QL0000654,Q000357,P026,22,5422581.2189,VND,0.1036,106934000.0
QL0000655,Q000358,P023,10,3785762.2212,VND,0.1016,34012000.0
QL0000656,Q000359,P001,36,623280.5937,VND,0.045,21428000.0
QL0000657,Q000360,P001,26,595242.9709,VND,0.0405,14849000.0
QL0000658,Q000360,P004,52,730375.5503,VND,0.0978,34263000.0
QL0000659,Q000360,P006,27,609779.1958,VND,0.0662,15374000.0
QL0000660,Q000360,P002,11,394291.3138,VND,0.1075,3871000.0
QL0000661,Q000361,P022,19,2484391.8913,VND,0.0479,44943000.0
QL0000662,Q000362,P001,9,604482.0706,VND,0.0901,4950000.0
QL0000663,Q000363,P002,28,440088.6306,VND,0.0,12322000.0
QL0000664,Q000364,P007,26,168493.6733,VND,0.0754,4050000.0
QL0000665,Q000364,P008,37,369975.0668,VND,0.0365,13189000.0
QL0000666,Q000364,P011,102,316240.9271,VND,0.0308,31262000.0
QL0000667,Q000365,P007,41,174967.8296,VND,0.0967,6480000.0
QL0000668,Q000365,P008,277,406589.512,VND,0.0887,102630000.0
QL0000669,Q000366,P004,19,26.1165,USD,0.074,11782000.0
QL0000670,Q000367,P001,19,595644.5438,VND,0.0681,10547000.0
QL0000671,Q000368,P001,53,582699.9931,VND,0.0832,28314000.0
QL0000672,Q000368,P005,13,571003.2478,VND,0.1064,6633000.0
QL0000673,Q000368,P004,16,662662.134,VND,0.0,10603000.0
QL0000674,Q000368,P002,71,404945.8251,VND,0.1162,25411000.0
QL0000675,Q000369,P009,31,249317.0043,VND,0.0,7729000.0
QL0000676,Q000370,P009,65,247504.5485,VND,0.1032,14427000.0
QL0000677,Q000371,P009,35,225773.6164,VND,0.1344,6840000.0
QL0000678,Q000371,P008,18,400283.6048,VND,0.057,6794000.0
QL0000679,Q000372,P003,44,436097.6434,VND,0.0911,17441000.0
QL0000680,Q000372,P001,33,553155.4587,VND,0.0105,18063000.0
QL0000681,Q000373,P005,7,577436.5615,VND,0.0518,3833000.0
QL0000682,Q000374,P005,22,642493.6727,VND,0.0364,13620000.0
QL0000683,Q000374,P002,31,436439.1071,VND,0.0709,12571000.0
QL0000684,Q000374,P003,16,405191.2779,VND,0.1023,5820000.0
QL0000685,Q000375,P001,35,576166.3582,VND,0.0214,19735000.0
QL0000686,Q000376,P001,5,620687.9322,VND,0.0573,2926000.0
QL0000687,Q000376,P006,6,552886.247,VND,0.0758,3066000.0
QL0000688,Q000377,P001,17,21.877,USD,0.049,8872000.0
QL0000689,Q000377,P005,21,22.427,USD,0.0895,10757000.0
QL0000690,Q000377,P003,19,16.4298,USD,0.1144,6935000.0
QL0000691,Q000378,P001,6,568888.544,VND,0.0609,3206000.0
QL0000692,Q000379,P001,6,560405.1694,VND,0.0,3362000.0
QL0000693,Q000379,P004,156,721783.2297,VND,0.0278,109464000.0
QL0000694,Q000380,P003,9,408373.9703,VND,0.0823,3373000.0
QL0000695,Q000380,P005,48,595531.9965,VND,0.0672,26664000.0
QL0000696,Q000380,P002,50,404333.27,VND,0.0023,20171000.0
QL0000697,Q000380,P006,11,605909.8884,VND,0.0157,6560000.0
QL0000698,Q000381,P003,24,392598.3163,VND,0.0535,8918000.0
QL0000699,Q000381,P005,15,624099.8167,VND,0.0282,9097000.0
QL0000700,Q000382,P003,47,399981.0179,VND,0.0764,17363000.0
QL0000701,Q000382,P004,11,667252.6386,VND,0.0526,6954000.0
QL0000702,Q000383,P001,29,584084.7451,VND,0.0625,15880000.0
QL0000703,Q000384,P027,3,4080165.4455,VND,0.0185,12014000.0
QL0000704,Q000385,P027,10,160.3361,USD,0.0905,36853000.0
QL0000705,Q000385,P023,15,152.39,USD,0.0842,52903000.0
QL0000706,Q000386,P022,12,93.7131,USD,0.1207,24786000.0
QL0000707,Q000387,P022,21,2365320.8637,VND,0.0612,46634000.0
QL0000708,Q000387,P027,28,3522565.6369,VND,0.0979,88979000.0
QL0000709,Q000387,P024,11,4781559.9102,VND,0.0793,48427000.0
QL0000710,Q000388,P001,32,23.5176,USD,0.0,18879000.0
QL0000711,Q000389,P001,16,605395.4055,VND,0.0732,8978000.0
QL0000712,Q000389,P006,100,601793.3449,VND,0.0169,59162000.0
QL0000713,Q000390,P001,28,22.6097,USD,0.062,14872000.0
QL0000714,Q000390,P006,4,23.1007,USD,0.1001,2082000.0
QL0000715,Q000390,P003,7,17.9119,USD,0.0767,2899000.0
QL0000716,Q000391,P001,24,612879.9382,VND,0.0637,13772000.0
QL0000717,Q000391,P002,13,397705.2864,VND,0.0814,4749000.0
QL0000718,Q000392,P015,25,133261.0374,VND,0.1089,2969000.0
QL0000719,Q000392,P016,45,477027.4687,VND,0.0987,19348000.0
QL0000720,Q000393,P004,20,686055.0125,VND,0.0524,13002000.0
QL0000721,Q000393,P001,16,628646.1903,VND,0.0535,9520000.0
QL0000722,Q000394,P001,16,576479.9597,VND,0.0634,8639000.0
QL0000723,Q000395,P004,26,699388.3243,VND,0.0385,17484000.0
QL0000724,Q000395,P001,23,610185.5253,VND,0.0539,13277000.0
QL0000725,Q000396,P004,21,735162.6112,VND,0.0796,14209000.0
QL0000726,Q000397,P001,46,24.2969,USD,0.1011,25543000.0
QL0000727,Q000397,P004,7,27.886,USD,0.0185,4871000.0
QL0000728,Q000398,P001,43,23.5825,USD,0.042,24721000.0
QL0000729,Q000398,P003,13,17.5329,USD,0.1084,5172000.0
QL0000730,Q000399,P026,19,4804281.2038,VND,0.0378,87828000.0
QL0000731,Q000399,P023,28,3545387.0913,VND,0.0185,97432000.0
QL0000732,Q000400,P003,16,16.4507,USD,0.0,6696000.0
QL0000733,Q000400,P006,19,21.7469,USD,0.0209,10293000.0
QL0000734,Q000401,P003,8,448515.8978,VND,0.0984,3235000.0
QL0000735,Q000402,P006,13,588229.2208,VND,0.0638,7159000.0
QL0000736,Q000403,P001,26,601804.6393,VND,0.1491,13315000.0
QL0000737,Q000403,P006,38,614703.7078,VND,0.1502,19849000.0
QL0000738,Q000404,P001,7,581147.7649,VND,0.062,3816000.0
QL0000739,Q000405,P001,14,598234.6539,VND,0.0099,8292000.0
QL0000740,Q000405,P005,28,598396.522,VND,0.0495,15925000.0
QL0000741,Q000406,P001,18,579906.1987,VND,0.0417,10003000.0
QL0000742,Q000406,P006,18,595408.3202,VND,0.1129,9507000.0
QL0000743,Q000407,P004,9,717863.9804,VND,0.0569,6093000.0
QL0000744,Q000407,P002,10,397030.9382,VND,0.0084,3937000.0
QL0000745,Q000407,P003,89,409910.2464,VND,0.0841,33415000.0
QL0000746,Q000408,P001,21,24.3623,USD,0.0957,11813000.0
QL0000747,Q000409,P005,10,569108.2688,VND,0.0,5691000.0
QL0000748,Q000409,P002,26,443448.3761,VND,0.0095,11420000.0
QL0000749,Q000410,P011,100,292754.653,VND,0.077,27021000.0
QL0000750,Q000411,P001,19,586090.3167,VND,0.0511,10567000.0
QL0000751,Q000411,P003,19,400997.7675,VND,0.0683,7099000.0
QL0000752,Q000412,P001,9,611941.2496,VND,0.018,5408000.0
QL0000753,Q000413,P012,51,405218.2851,VND,0.0563,19503000.0
QL0000754,Q000414,P004,113,721015.4807,VND,0.0,81475000.0
QL0000755,Q000415,P004,59,28.519,USD,0.0895,38477000.0
QL0000756,Q000415,P005,5,23.2791,USD,0.0705,2717000.0
QL0000757,Q000415,P003,11,16.2266,USD,0.0587,4220000.0
QL0000758,Q000416,P018,55,323668.1468,VND,0.0509,16896000.0
QL0000759,Q000417,P018,41,322742.1881,VND,0.0247,12906000.0
QL0000760,Q000417,P017,63,228234.6639,VND,0.0496,13666000.0
QL0000761,Q000418,P002,13,16.4141,USD,0.1522,4593000.0
QL0000762,Q000419,P004,10,28.5086,USD,0.0315,7013000.0
QL0000763,Q000419,P001,22,24.0356,USD,0.0581,12650000.0
QL0000764,Q000420,P027,63,3698279.546,VND,0.0255,227042000.0
QL0000765,Q000420,P024,4,4416714.468,VND,0.0357,17035000.0
QL0000766,Q000421,P004,38,683434.4743,VND,0.0226,25384000.0
QL0000767,Q000421,P002,6,414455.7908,VND,0.0845,2277000.0
QL0000768,Q000422,P002,41,438934.0715,VND,0.0,17996000.0
QL0000769,Q000423,P002,3,443542.874,VND,0.0296,1291000.0
QL0000770,Q000423,P004,9,659823.0059,VND,0.1185,5235000.0
QL0000771,Q000424,P002,18,415552.6887,VND,0.0718,6943000.0
QL0000772,Q000424,P006,10,599152.3565,VND,0.1381,5164000.0
QL0000773,Q000424,P003,9,409749.5672,VND,0.1278,3216000.0
QL0000774,Q000425,P001,27,564976.8383,VND,0.0693,14198000.0
QL0000775,Q000426,P009,23,237009.5939,VND,0.0,5451000.0
QL0000776,Q000426,P010,105,396850.7321,VND,0.0791,38374000.0
QL0000777,Q000426,P008,142,396415.1972,VND,0.0517,53382000.0
QL0000778,Q000426,P011,16,302844.1217,VND,0.0,4846000.0
QL0000779,Q000427,P001,32,616487.6848,VND,0.0897,17959000.0
QL0000780,Q000427,P003,11,432048.2615,VND,0.0,4753000.0
