date,campaign_id,channel,impressions,clicks,sessions,spend_vnd,leads_reported,source_platform
2026-03-15,MC002,Google Ads,196,10,11,116000.0,2,Manual
2026-03-16,MC002,Google Ads,453,25,24,282000.0,0,GA4
2026-03-17,MC002,Google Ads,398,23,25,357000.0,1,CRM
2026-03-18,MC002,Google Ads,398,27,24,405000.0,1,GA4
2026-03-19,MC002,Google Ads,404,22,23,247000.0,0,Google Ads
2026-03-20,MC002,Google Ads,310,14,16,204000.0,1,GA4
2026-03-21,MC002,Google Ads,181,8,9,103000.0,1,GA4
2026-03-22,MC002,Paid Search,279,13,14,151000.0,0,Google Ads
2026-03-23,MC002,Google Ads,564,33,29,459000.0,0,GA4
2026-03-24,MC002,Google Ads,460,30,31,488000.0,0,GA4
2026-03-25,MC002,Google Ads,463,25,26,382000.0,2,GA4
2026-03-26,MC002,Google Ads,530,30,27,428000.0,3,Meta
2026-03-27,MC002,Google Ads,731,39,36,582000.0,0,GA4
2026-03-28,MC002,Google Ads,163,8,8,103000.0,0,GA4
2026-03-29,MC002,google ppc,92,5,5,70000.0,1,GA4
2026-03-30,MC002,Google Ads,855,33,34,402000.0,0,Google Ads
2026-03-31,MC002,Google Ads,345,18,20,226000.0,1,Google Ads
2026-04-01,MC002,Google Ads,493,29,28,451000.0,1,GA4
2026-04-02,MC002,Google Ads,401,18,21,264000.0,0,GA4
2026-04-03,MC002,Google Ads,486,28,27,340000.0,1,Manual
2026-04-04,MC002,Google Ads,266,12,11,158000.0,0,Manual
2026-04-05,MC002,Google Ads,151,9,10,127000.0,0,GA4
2026-04-06,MC002,Google Ads,545,33,27,499000.0,0,GA4
2026-04-07,MC002,Google Ads,375,23,26,310000.0,0,CRM
2026-04-08,MC002,Google Ads,319,18,18,286000.0,0,Google Ads
2026-04-09,MC002,Google Ads,338,21,19,312000.0,0,Meta
2026-04-10,MC002,Paid Search,557,27,27,425000.0,2,GA4
2026-04-11,MC002,Google Ads,326,14,14,162000.0,0,Manual
2026-04-12,MC002,Google Ads,114,6,6,88000.0,0,GA4
2026-04-13,MC002,Google Ads,391,23,26,309000.0,1,Meta
2026-04-14,MC002,Google Ads,424,23,22,309000.0,0,Manual
2026-04-15,MC002,Google Ads,831,35,33,461000.0,0,Google Ads
2026-04-16,MC002,Google Ads,515,21,23,245000.0,0,CRM
2026-04-17,MC002,Google Ads,643,35,33,480000.0,1,GA4
2026-04-18,MC002,Google Ads,234,13,12,196000.0,0,CRM
2026-04-19,MC002,Google Ads,259,13,12,210000.0,0,CRM
2026-04-20,MC002,Google Ads,492,29,28,372000.0,0,CRM
2026-04-21,MC002,Google Ads,455,24,26,316000.0,1,Google Ads
2026-04-22,MC002,Google Ads,578,27,24,413000.0,0,Google Ads
2026-04-23,MC002,Google Ads,455,24,29,376000.0,0,Google Ads
2026-04-24,MC002,Google Ads,573,34,31,399000.0,0,Google Ads
2026-04-25,MC002,Google Ads,159,9,9,116000.0,0,CRM
2026-04-26,MC002,Google Ads,374,11,11,130000.0,0,Manual
2026-04-27,MC002,Google Ads,626,29,26,348000.0,0,GA4
2026-04-28,MC002,Google Ads,472,30,29,380000.0,2,CRM
2026-04-29,MC002,Google Ads,606,27,25,394000.0,2,GA4
2026-04-30,MC002,Google Ads,697,37,35,429000.0,0,GA4
2026-05-01,MC002,Google Ads,358,23,25,318000.0,0,Google Ads
2026-05-02,MC002,Google Ads,221,9,10,104000.0,0,Google Ads
2026-05-03,MC002,Google Ads,292,15,13,200000.0,0,Google Ads
2026-05-04,MC002,Google Ads,796,45,39,529000.0,0,CRM
2026-05-05,MC002,Google Ads,443,23,27,262000.0,3,Google Ads
2026-05-06,MC002,Google Ads,431,25,27,324000.0,0,Meta
2026-05-07,MC002,Google Ads,411,22,20,327000.0,3,Meta
2026-05-08,MC002,Google Ads,505,27,27,383000.0,1,CRM
2026-05-09,MC002,Paid Search,188,11,12,136000.0,0,GA4
2026-05-10,MC002,Google ads,241,13,14,187000.0,0,Manual
2026-05-11,MC002,Google Ads,470,23,21,346000.0,0,GA4
2026-05-12,MC002,Google Ads,522,29,25,467000.0,0,CRM
2026-05-13,MC002,Google Ads,669,37,34,506000.0,0,Manual
2026-05-14,MC002,Google Ads,631,25,24,392000.0,1,GA4
2026-05-15,MC002,Google Ads,642,32,29,402000.0,2,CRM
2026-05-16,MC002,Google Ads,188,9,10,124000.0,0,Meta
2026-05-17,MC002,Google ads,303,12,13,168000.0,0,GA4
2026-05-18,MC002,Google Ads,275,20,20,253000.0,1,Google Ads
2026-05-19,MC002,Google Ads,501,27,23,403000.0,0,Meta
2026-05-20,MC002,Google Ads,442,27,23,371000.0,2,GA4
2026-05-21,MC002,Google Ads,459,27,29,350000.0,0,GA4
2026-05-22,MC002,Google Ads,433,23,22,292000.0,0,CRM
2026-05-23,MC002,Google Ads,90,4,5,53000.0,0,Google Ads
2026-05-24,MC002,Google Ads,240,15,15,236000.0,0,GA4
2026-05-25,MC002,Google Ads,280,16,17,260000.0,1,GA4
2026-05-26,MC002,Google Ads,374,21,22,312000.0,1,Google Ads
2026-05-27,MC002,Google Ads,508,30,28,490000.0,0,Meta
2026-05-28,MC002,Google ads,679,42,39,586000.0,0,Manual
2026-05-29,MC002,Google Ads,634,31,28,492000.0,0,GA4
2026-05-30,MC002,Google Ads,230,12,12,148000.0,1,Manual
2026-05-31,MC002,Google Ads,356,19,17,251000.0,0,GA4
2026-06-01,MC002,Google Ads,390,22,19,304000.0,1,Manual
2026-06-02,MC002,Google Ads,672,34,31,529000.0,1,GA4
2026-06-03,MC002,Google Ads,398,27,22,413000.0,0,Manual
2026-06-04,MC002,Google Ads,458,22,22,258000.0,1,Google Ads
2026-06-05,MC002,Google Ads,566,29,28,342000.0,0,GA4
2026-06-06,MC002,Google Ads,269,15,15,219000.0,0,GA4
2026-06-07,MC002,Google Ads,109,7,8,85000.0,0,GA4
2026-06-08,MC002,Google Ads,408,22,20,302000.0,1,CRM
2026-06-09,MC002,Google Ads,480,24,23,297000.0,0,Google Ads
2026-06-10,MC002,Google Ads,313,20,18,283000.0,0,GA4
2026-06-11,MC002,Google Ads,456,25,24,296000.0,0,GA4
2026-06-12,MC002,Google Ads,605,29,29,381000.0,1,GA4
2026-06-13,MC002,Google Ads,137,9,10,139000.0,1,Google Ads
2026-06-14,MC002,Google Ads,283,15,16,241000.0,0,CRM
2026-06-15,MC002,Google Ads,481,22,22,336000.0,0,Google Ads
2026-06-16,MC002,Google Ads,598,24,26,380000.0,0,Google Ads
2026-06-17,MC002,Google Ads,359,22,20,308000.0,0,CRM
2026-06-18,MC002,Google Ads,446,28,24,416000.0,0,CRM
2026-06-19,MC002,Google Ads,371,20,24,243000.0,2,Meta
2026-06-20,MC002,Google Ads,138,7,8,100000.0,0,Meta
2026-06-21,MC002,Google Ads,187,8,8,92000.0,1,Manual
2026-06-22,MC002,Google Ads,476,26,27,332000.0,1,GA4
2026-06-23,MC002,Google Ads,303,17,18,214000.0,0,GA4
2026-06-24,MC002,Google Ads,458,24,26,348000.0,0,GA4
2026-06-25,MC002,Google Ads,490,26,26,348000.0,2,Google Ads
2026-06-26,MC002,Google Ads,556,28,29,441000.0,2,GA4
2026-06-27,MC002,Google Ads,133,9,8,123000.0,0,GA4
2026-06-28,MC002,Google Ads,260,12,14,177000.0,0,GA4
2026-06-29,MC002,Google Ads,816,36,34,559000.0,1,Google Ads
2026-06-30,MC002,Google Ads,371,21,19,301000.0,0,GA4
2026-07-01,MC002,Google Ads,562,28,34,364000.0,0,GA4
2026-07-02,MC002,Google Ads,477,23,25,371000.0,1,Google Ads
2026-07-03,MC002,Google Ads,458,19,20,256000.0,1,GA4
2026-07-04,MC002,Google Ads,162,8,8,122000.0,0,Meta
2026-07-05,MC002,Google Ads,195,10,9,124000.0,0,Google Ads
2026-07-06,MC002,Google Ads,390,20,23,282000.0,1,Manual
2026-07-07,MC002,Google Ads,578,30,26,475000.0,1,Google Ads
2026-07-08,MC002,Google Ads,815,41,36,567000.0,2,CRM
2026-07-09,MC002,Google Ads,538,27,27,312000.0,1,Manual
2026-07-10,MC002,Google Ads,524,27,28,432000.0,0,CRM
2026-07-11,MC002,Google Ads,133,7,7,88000.0,0,Google Ads
2026-07-12,MC002,Google Ads,189,9,10,108000.0,0,Manual
2026-07-13,MC002,Google Ads,430,24,26,316000.0,1,GA4
2026-07-14,MC002,Google Ads,386,22,23,338000.0,0,Manual
2026-07-15,MC002,Google Ads,683,31,30,359000.0,2,CRM
2026-07-16,MC002,Google Ads,416,21,24,316000.0,0,GA4
2026-07-17,MC002,Google Ads,448,27,24,386000.0,0,GA4
2026-07-18,MC002,Google Ads,101,5,6,72000.0,0,CRM
2026-07-19,MC002,Google Ads,231,12,14,154000.0,1,GA4
2026-07-20,MC002,Google Ads,824,32,27,362000.0,0,Manual
2026-07-21,MC002,GAds,435,23,20,292000.0,1,GA4
2026-07-22,MC002,Google Ads,791,40,38,546000.0,0,GA4
2026-07-23,MC002,Google Ads,475,28,28,370000.0,1,Meta
2026-07-24,MC002,Google Ads,466,26,28,328000.0,0,GA4
2026-07-25,MC002,Google Ads,141,7,9,96000.0,1,CRM
2026-07-26,MC002,Google Ads,183,9,9,110000.0,2,CRM
2026-07-27,MC002,GAds,494,26,29,308000.0,1,CRM
2026-07-28,MC002,Google Ads,301,18,19,225000.0,1,Meta
2026-07-29,MC002,Google Ads,498,22,20,321000.0,0,Manual
2026-07-30,MC002,Google Ads,453,23,27,331000.0,1,CRM
2026-07-31,MC002,Google Ads,321,18,17,285000.0,0,CRM
2026-08-01,MC002,Google Ads,229,11,12,148000.0,1,GA4
2026-08-02,MC002,Google Ads,112,5,6,76000.0,0,Google Ads
2026-08-03,MC002,Google Ads,527,31,26,347000.0,1,CRM
2026-08-04,MC002,Google Ads,673,33,31,509000.0,0,CRM
2026-08-05,MC002,Google Ads,534,30,29,456000.0,0,GA4
2026-08-06,MC002,Google Ads,438,25,25,362000.0,1,CRM
2026-08-07,MC002,Google Ads,426,21,22,326000.0,1,Meta
2026-08-08,MC002,Google Ads,186,10,12,112000.0,2,GA4
2026-08-09,MC002,Google Ads,105,5,5,78000.0,0,CRM
2026-08-10,MC002,Google Ads,384,25,25,310000.0,1,Manual
2026-08-11,MC002,Google Ads,689,34,31,457000.0,0,GA4
2026-08-12,MC002,Google Ads,643,26,25,359000.0,0,Google Ads
2026-08-13,MC002,Paid Search,416,24,26,303000.0,1,Manual
2026-08-14,MC002,Google Ads,560,30,27,448000.0,0,Manual
2026-08-15,MC002,Google Ads,293,14,13,159000.0,0,Google Ads
2026-08-16,MC002,Google Ads,395,13,13,153000.0,0,Google Ads
2026-08-17,MC002,Google Ads,384,24,26,316000.0,0,Meta
2026-08-18,MC002,Google Ads,638,31,28,460000.0,0,Google Ads
2026-08-19,MC002,Google Ads,542,30,30,446000.0,1,Google Ads
2026-08-20,MC002,Google Ads,650,33,30,408000.0,1,Google Ads
2026-08-21,MC002,Google Ads,507,30,30,372000.0,0,CRM
2026-08-22,MC002,Google Ads,99,4,5,62000.0,1,GA4
2026-08-23,MC002,Google Ads,123,6,6,95000.0,0,GA4
24/08/2026,MC002,google ppc,484,24,22,299000.0,1,CRM
2026-08-25,MC002,Google Ads,654,33,29,517000.0,1,GA4
2026-08-26,MC002,google ppc,326,19,21,296000.0,1,GA4
2026-08-27,MC002,Google Ads,526,30,31,366000.0,0,GA4
2026-08-28,MC002,Google Ads,620,34,36,405000.0,1,Google Ads
2026-08-29,MC002,Google Ads,245,11,10,124000.0,0,Manual
2026-08-30,MC002,Google Ads,178,11,10,156000.0,0,GA4
2026-08-31,MC002,Google Ads,446,23,26,349000.0,0,Meta
2025-04-13,MC003,Google Ads,215,11,10,174000.0,1,GA4
2025-04-14,MC003,Google Ads,600,27,31,322000.0,0,GA4
2025-04-15,MC003,Google Ads,510,29,29,484000.0,0,Manual
2025-04-16,MC003,Google Ads,286,19,19,299000.0,1,CRM
2025-04-17,MC003,GAds,482,30,29,473000.0,0,CRM
18/04/2025,MC003,Google Ads,425,24,22,320000.0,0,Google Ads
2025-04-19,MC003,Google Ads,251,14,15,170000.0,2,Google Ads
2025-04-20,MC003,Google Ads,195,11,12,147000.0,1,CRM
2025-04-21,MC003,Google Ads,433,19,19,278000.0,1,CRM
2025-04-22,MC003,Google Ads,350,20,19,243000.0,0,GA4
2025-04-23,MC003,Google Ads,641,31,25,506000.0,0,Manual
2025-04-24,MC003,Google Ads,432,26,23,325000.0,1,GA4
2025-04-25,MC003,Google Ads,641,29,27,467000.0,0,Google Ads
2025-04-26,MC003,Google Ads,57,4,4,50000.0,0,Google Ads
2025-04-27,MC003,Google Ads,221,11,11,147000.0,0,GA4
2025-04-28,MC003,Google Ads,382,20,21,309000.0,0,GA4
2025-04-29,MC003,Google Ads,322,18,21,297000.0,1,CRM
2025-04-30,MC003,Google Ads,683,39,42,575000.0,2,Meta
2025-05-01,MC003,Google Ads,676,34,32,431000.0,0,CRM
2025-05-02,MC003,Google Ads,565,29,27,384000.0,0,Manual
2025-05-03,MC003,Google Ads,112,6,7,75000.0,0,Meta
2025-05-04,MC003,Google Ads,136,8,8,133000.0,0,CRM
2025-05-05,MC003,Google Ads,438,21,21,351000.0,0,GA4
2025-05-06,MC003,Google Ads,334,23,26,343000.0,1,CRM
2025-05-07,MC003,Google Ads,687,38,34,576000.0,1,CRM
2025-05-08,MC003,Google Ads,454,25,23,385000.0,0,GA4
2025-05-09,MC003,Google Ads,429,19,23,230000.0,0,GA4
2025-05-10,MC003,Google Ads,287,16,14,250000.0,1,GA4
2025-05-11,MC003,Google Ads,155,8,9,112000.0,0,CRM
2025-05-12,MC003,Google Ads,455,24,23,344000.0,0,CRM
2025-05-13,MC003,Google Ads,456,21,25,281000.0,0,GA4
2025-05-14,MC003,Google Ads,355,14,14,237000.0,1,Google Ads
2025-05-15,MC003,Google Ads,502,27,23,407000.0,0,CRM
2025-05-16,MC003,Google Ads,309,17,17,227000.0,0,Meta
2025-05-17,MC003,Google Ads,173,8,9,133000.0,0,GA4
2025-05-18,MC003,Google Ads,192,11,10,143000.0,0,CRM
2025-05-19,MC003,Google Ads,304,20,20,295000.0,0,Google Ads
2025-05-20,MC003,Google Ads,384,18,18,291000.0,1,Google Ads
2025-05-21,MC003,Google Ads,313,17,18,218000.0,0,GA4
2025-05-22,MC003,Google Ads,362,22,19,368000.0,0,GA4
2025-05-23,MC003,Google Ads,488,27,24,429000.0,0,GA4
2025-05-24,MC003,Google Ads,190,10,10,138000.0,1,GA4
2025-05-25,MC003,Google Ads,161,9,8,120000.0,1,Google Ads
2025-05-26,MC003,Google Ads,672,34,33,405000.0,0,CRM
2025-05-27,MC003,Google Ads,407,23,25,384000.0,0,Google Ads
2025-05-28,MC003,Google Ads,389,22,25,302000.0,0,GA4
2025-05-29,MC003,Google Ads,458,27,25,334000.0,0,Meta
2025-05-30,MC003,Google Ads,360,21,19,280000.0,1,Meta
2025-05-31,MC003,Google Ads,218,10,12,159000.0,1,Google Ads
2025-06-01,MC003,Google Ads,112,5,6,79000.0,0,GA4
2025-06-02,MC003,Google Ads,553,27,26,334000.0,0,Google Ads
2025-06-03,MC003,Google Ads,280,15,16,223000.0,0,GA4
2025-06-04,MC003,Google Ads,668,28,27,335000.0,0,Google Ads
2025-06-05,MC003,Google Ads,433,24,24,364000.0,1,Manual
2025-06-06,MC003,Google Ads,388,20,22,292000.0,0,CRM
2025-06-07,MC003,Google Ads,124,6,7,83000.0,1,Google Ads
2025-06-08,MC003,Google Ads,182,10,12,134000.0,0,CRM
2025-06-09,MC003,Google Ads,437,24,20,326000.0,0,Meta
2025-06-10,MC003,Google Ads,255,15,15,184000.0,0,Meta
2025-06-11,MC003,Google ads,515,22,23,311000.0,0,CRM
2025-06-12,MC003,Google Ads,448,21,22,287000.0,0,GA4
2025-06-13,MC003,Google Ads,355,22,24,330000.0,0,Google Ads
2025-06-14,MC003,Google Ads,121,6,7,74000.0,1,GA4
2025-06-15,MC003,Google Ads,111,5,5,64000.0,0,Google Ads
2025-06-16,MC003,Google Ads,425,24,21,355000.0,0,GA4
2025-06-17,MC003,Google Ads,403,21,23,253000.0,1,Google Ads
2025-06-18,MC003,Google Ads,690,31,26,445000.0,0,CRM
2025-06-19,MC003,Google Ads,396,22,23,286000.0,1,Manual
2025-06-20,MC003,Google Ads,558,30,30,397000.0,0,CRM
2025-06-21,MC003,Google Ads,181,10,11,140000.0,1,Meta
2025-06-22,MC003,Google Ads,108,6,7,73000.0,0,Manual
2025-06-23,MC003,Google Ads,252,13,12,188000.0,0,CRM
2025-06-24,MC003,Google Ads,271,17,18,223000.0,0,GA4
2025-06-25,MC003,Google Ads,416,22,22,318000.0,0,GA4
2025-06-26,MC003,Google Ads,586,35,32,535000.0,1,GA4
2025-06-27,MC003,Google Ads,397,21,20,277000.0,1,CRM
2025-06-28,MC003,Google Ads,347,15,15,260000.0,0,Google Ads
2025-06-29,MC003,Google Ads,32,1,2,15000.0,1,CRM
2025-06-30,MC003,Google Ads,606,31,27,538000.0,0,GA4
2025-07-01,MC003,Google Ads,353,18,20,281000.0,1,Google Ads
2025-07-02,MC003,Google Ads,350,21,22,300000.0,0,CRM
2025-07-03,MC003,Google Ads,244,11,13,155000.0,0,GA4
2025-07-04,MC003,Google Ads,405,22,24,377000.0,0,CRM
2025-07-05,MC003,Google Ads,268,11,10,163000.0,0,GA4
2025-07-06,MC003,Google Ads,129,8,9,126000.0,1,Meta
2025-07-07,MC003,Google Ads,434,23,24,384000.0,0,GA4
2025-07-08,MC003,Paid Search,579,21,20,271000.0,3,Google Ads
2025-07-09,MC003,Google Ads,539,27,23,344000.0,0,GA4
2025-07-10,MC003,Paid Search,477,27,24,386000.0,0,GA4
2025-07-11,MC003,Google Ads,476,23,22,379000.0,0,CRM
2025-07-12,MC003,Google Ads,162,8,9,129000.0,0,Google Ads
2025-07-13,MC003,Google Ads,149,10,10,138000.0,0,CRM
2025-07-14,MC003,Google Ads,515,29,29,416000.0,0,Manual
2025-07-15,MC003,Google Ads,565,36,35,535000.0,2,GA4
2025-07-16,MC003,Google Ads,720,30,28,415000.0,0,CRM
2025-07-17,MC003,Google Ads,468,26,27,336000.0,0,GA4
2025-07-18,MC003,Google Ads,268,14,16,198000.0,1,Google Ads
2025-07-19,MC003,Google Ads,111,6,6,97000.0,0,GA4
2025-07-20,MC003,Google Ads,106,7,8,104000.0,0,CRM
2025-07-21,MC003,Google Ads,393,20,21,340000.0,0,Meta
22/07/2025,MC003,Google Ads,589,26,25,447000.0,0,Google Ads
2025-07-23,MC003,Google Ads,443,26,25,445000.0,0,GA4
2025-07-24,MC003,Google Ads,541,25,22,413000.0,0,Manual
2025-07-25,MC003,Google Ads,356,22,23,327000.0,0,GA4
2025-07-26,MC003,Google Ads,115,6,6,77000.0,2,GA4
2025-07-27,MC003,Google Ads,133,7,8,112000.0,0,CRM
2025-07-28,MC003,Google Ads,382,17,16,288000.0,1,Meta
2025-07-29,MC003,Google Ads,409,26,24,351000.0,1,Meta
2025-07-30,MC003,Google Ads,565,24,22,335000.0,0,CRM
2025-07-31,MC003,Google Ads,489,34,29,417000.0,0,GA4
2025-08-01,MC003,Google Ads,907,34,30,489000.0,1,Google Ads
2025-08-02,MC003,Google Ads,137,7,8,84000.0,2,GA4
2025-08-03,MC003,google ppc,142,6,7,89000.0,0,GA4
2025-08-04,MC003,Paid Search,353,24,23,290000.0,0,Google Ads
2025-08-05,MC003,Google Ads,668,37,31,469000.0,0,Manual
2025-08-06,MC003,Google Ads,517,25,24,299000.0,0,GA4
2025-08-07,MC003,Google Ads,483,23,22,375000.0,1,Manual
2025-08-08,MC003,google ppc,544,32,28,519000.0,1,CRM
2025-08-09,MC003,Google Ads,353,15,14,214000.0,0,Manual
2025-08-10,MC003,Google Ads,303,14,13,193000.0,0,Meta
2025-08-11,MC003,Google Ads,571,32,29,467000.0,2,Google Ads
2025-08-12,MC003,Google Ads,510,25,25,397000.0,1,GA4
2025-08-13,MC003,Google Ads,394,23,24,354000.0,2,GA4
2025-08-14,MC003,Google Ads,485,23,24,324000.0,1,CRM
2025-08-15,MC003,GAds,503,25,26,417000.0,0,CRM
2025-08-16,MC003,Paid Search,285,13,14,176000.0,1,GA4
2025-08-17,MC003,Google Ads,163,10,9,124000.0,2,GA4
2025-08-18,MC003,Google Ads,548,29,26,482000.0,0,Meta
2025-08-19,MC003,Google Ads,411,22,24,271000.0,0,GA4
2025-08-20,MC003,Google Ads,386,21,23,278000.0,1,Manual
2025-08-21,MC003,Google Ads,267,16,17,220000.0,2,CRM
2025-08-22,MC003,Google Ads,563,27,28,445000.0,1,GA4
2025-08-23,MC003,Google Ads,150,8,8,97000.0,0,Google Ads
2025-08-24,MC003,Google Ads,325,15,16,223000.0,1,Google Ads
2025-08-25,MC003,Google Ads,383,19,20,310000.0,1,GA4
08-26-2025,MC003,Paid Search,382,22,23,350000.0,0,Google Ads
2025-08-27,MC003,Google Ads,728,29,27,470000.0,3,GA4
2025-08-28,MC003,google ppc,462,22,23,271000.0,0,GA4
2025-08-29,MC003,Google Ads,440,23,24,312000.0,0,CRM
2025-08-30,MC003,Google Ads,104,5,6,86000.0,0,GA4
2025-08-31,MC003,Google Ads,97,6,6,86000.0,0,CRM
2025-09-01,MC003,Google Ads,329,17,18,247000.0,1,CRM
2025-09-02,MC003,Google Ads,416,24,24,339000.0,0,CRM
2025-09-03,MC003,Google Ads,394,26,26,382000.0,1,Manual
2025-09-04,MC003,Google Ads,518,30,26,385000.0,0,Google Ads
2025-09-05,MC003,Google Ads,579,31,30,402000.0,0,GA4
2025-09-06,MC003,Google Ads,218,8,8,105000.0,1,Meta
2025-09-07,MC003,Google Ads,88,5,5,69000.0,0,GA4
2025-09-08,MC003,Google Ads,677,30,28,433000.0,1,Meta
2025-09-09,MC003,Google Ads,440,17,18,284000.0,1,Meta
2025-09-10,MC003,Google Ads,613,29,24,349000.0,0,Google Ads
2025-09-11,MC003,Google Ads,672,29,32,470000.0,0,GA4
2025-09-12,MC003,Google Ads,409,21,22,353000.0,0,Google Ads
2025-09-13,MC003,Google Ads,151,7,8,121000.0,0,Meta
2025-09-14,MC003,Google Ads,117,7,7,113000.0,0,Meta
2025-09-15,MC003,Google Ads,513,29,28,390000.0,0,GA4
2025-09-16,MC003,Google Ads,275,16,17,191000.0,0,GA4
2025-09-17,MC003,Google Ads,564,25,25,314000.0,0,GA4
2025-09-18,MC003,Google Ads,282,18,19,284000.0,1,GA4
2025-09-19,MC003,Google Ads,448,23,21,283000.0,1,CRM
09-20-2025,MC003,Google Ads,413,20,17,308000.0,1,CRM
2025-09-21,MC003,Google Ads,220,11,11,144000.0,0,GA4
2025-09-22,MC003,Google Ads,497,23,26,305000.0,0,GA4
2025-09-23,MC003,Google Ads,405,24,27,297000.0,0,CRM
2025-09-24,MC003,Google Ads,509,28,30,422000.0,0,Google Ads
2025-09-25,MC003,Google Ads,309,18,18,267000.0,1,Manual
2025-09-26,MC003,Google Ads,499,26,24,437000.0,0,Google Ads
2025-09-27,MC003,Google Ads,231,14,15,209000.0,1,GA4
2025-09-28,MC003,Google Ads,161,8,9,127000.0,0,Manual
2025-09-29,MC003,Google Ads,377,22,24,320000.0,1,CRM
2025-09-30,MC003,Google Ads,532,30,27,519000.0,0,Manual
2025-10-01,MC003,Google Ads,688,33,31,408000.0,0,Manual
2025-10-02,MC003,Google Ads,325,18,17,247000.0,1,GA4
2025-10-03,MC003,Google Ads,592,32,28,406000.0,2,GA4
2025-10-04,MC003,Google Ads,302,14,13,194000.0,0,Google Ads
2025-10-05,MC003,Google Ads,232,12,13,181000.0,1,GA4
2025-10-06,MC003,Google Ads,454,31,27,517000.0,0,CRM
2025-10-07,MC003,Google Ads,558,32,30,529000.0,0,Manual
2025-10-08,MC003,Google Ads,623,30,32,485000.0,0,GA4
2025-10-09,MC003,Google Ads,506,22,25,346000.0,1,GA4
2025-10-10,MC003,Google Ads,538,27,30,359000.0,1,Google Ads
2025-10-11,MC003,Google Ads,213,12,13,197000.0,0,Meta
2025-10-12,MC003,Google Ads,222,14,13,172000.0,0,Meta
2025-10-13,MC003,GAds,719,31,34,523000.0,1,Meta
2025-10-14,MC003,Google Ads,424,25,24,310000.0,0,GA4
2025-10-15,MC003,Google Ads,645,34,36,532000.0,0,CRM
2025-10-16,MC003,Google Ads,483,32,32,536000.0,0,GA4
2025-10-17,MC003,Google Ads,558,32,37,537000.0,0,Manual
2025-10-18,MC003,Google Ads,197,9,9,145000.0,0,GA4
2025-10-19,MC003,Google Ads,182,10,9,137000.0,0,CRM
2025-10-20,MC003,Google Ads,497,28,33,408000.0,0,Manual
2025-10-21,MC003,Google Ads,529,35,32,495000.0,0,GA4
2025-10-22,MC003,Google Ads,587,35,31,600000.0,1,Manual
2025-10-23,MC003,Google Ads,426,22,25,278000.0,0,CRM
2025-10-24,MC003,Google Ads,486,29,25,357000.0,0,Meta
25/10/2025,MC003,Google Ads,380,16,15,200000.0,0,CRM
2025-10-26,MC003,Google Ads,198,11,12,133000.0,0,Google Ads
2025-10-27,MC003,google ppc,643,37,34,445000.0,1,Meta
2025-10-28,MC003,Google Ads,696,34,36,444000.0,0,GA4
2025-10-29,MC003,Google Ads,679,37,30,629000.0,1,GA4
2025-10-30,MC003,Google Ads,736,36,34,459000.0,0,CRM
2025-10-31,MC003,Google Ads,727,38,37,551000.0,1,GA4
2025-11-01,MC003,Google Ads,282,13,12,213000.0,0,Manual
2025-11-02,MC003,Google Ads,437,16,15,213000.0,0,GA4
2025-11-03,MC003,Google Ads,797,43,37,682000.0,0,Google Ads
2025-11-04,MC003,Google Ads,640,35,39,511000.0,0,CRM
2025-11-05,MC003,Google Ads,567,29,27,478000.0,0,Meta
2025-11-06,MC003,Google Ads,878,39,35,639000.0,1,CRM
2025-11-07,MC003,Google Ads,493,27,29,351000.0,0,CRM
2025-11-08,MC003,Google Ads,286,15,14,253000.0,1,Meta
2025-11-09,MC003,Google Ads,178,11,13,173000.0,0,Meta
2025-11-10,MC003,Google Ads,661,30,32,362000.0,0,GA4
2025-11-11,MC003,Paid Search,531,24,22,292000.0,1,GA4
2025-11-12,MC003,Google Ads,400,20,24,321000.0,1,Google Ads
2025-11-13,MC003,Google Ads,785,43,36,526000.0,0,CRM
2025-11-14,MC003,Google Ads,786,37,35,458000.0,1,Manual
2025-11-15,MC003,Google Ads,147,8,9,126000.0,0,GA4
2025-11-16,MC003,Google Ads,421,23,19,353000.0,1,GA4
2025-11-17,MC003,Google Ads,536,34,36,546000.0,0,CRM
2025-11-18,MC003,Google Ads,512,32,34,493000.0,0,Meta
2025-11-19,MC003,Google Ads,585,34,32,448000.0,0,Google Ads
2025-11-20,MC003,Google Ads,538,28,30,366000.0,0,Manual
2025-11-21,MC003,Google Ads,593,33,30,573000.0,0,GA4
2025-11-22,MC003,Google Ads,202,12,12,206000.0,1,Manual
2025-11-23,MC003,Google Ads,264,15,15,192000.0,1,CRM
2025-11-24,MC003,Google Ads,771,41,34,489000.0,0,CRM
2025-11-25,MC003,Google Ads,671,31,31,434000.0,0,CRM
2025-11-26,MC003,Google Ads,492,32,28,409000.0,2,GA4
2025-11-27,MC003,Google Ads,480,27,31,405000.0,0,GA4
2025-11-28,MC003,Google Ads,845,42,37,636000.0,2,GA4
2025-11-29,MC003,google ppc,232,12,12,164000.0,0,GA4
2025-11-30,MC003,Google Ads,276,15,13,245000.0,0,GA4
2025-12-01,MC003,Google Ads,584,36,31,467000.0,1,CRM
2025-12-02,MC003,Google Ads,582,29,31,468000.0,0,Manual
2025-12-03,MC003,Google Ads,638,35,30,522000.0,0,GA4
2025-12-04,MC003,Google Ads,474,25,21,330000.0,0,Manual
